iter	Passed	Remaining
666	3452	1723
667	3456	1718
668	3461	1712
669	3466	1707
670	3470	1701
671	3474	1695
672	3478	1690
673	3482	1684
674	3487	1678
675	3492	1673
676	3496	1668
677	3500	1662
678	3504	1656
679	3508	1651
680	3512	1645
681	3516	1639
682	3521	1634
683	3525	1628
684	3529	1623
685	3533	1617
686	3537	1611
687	3542	1606
688	3546	1600
689	3550	1595
690	3554	1589
691	3559	1584
692	3563	1578
693	3567	1573
694	3571	1567
695	3575	1561
696	3579	1556
697	3583	1550
698	3587	1544
699	3592	1539
700	3597	1534
701	3601	1528
702	3606	1523
703	3610	1518
704	3615	1512
705	3620	1507
706	3624	1502
707	3630	1497
708	3634	1491
709	3638	1486
710	3642	1480
711	3646	1475
712	3650	1469
713	3654	1464
714	3658	1458
715	3662	1452
716	3666	1447
717	3670	1441
718	3674	1436
719	3678	1430
720	3683	1425
721	3687	1419
722	3691	1414
723	3695	1408
724	3699	1403
725	3703	1397
726	3708	1392
727	3712	1387
728	3716	1381
729	3720	1376
730	3725	1370
731	3729	1365
732	3733	1359
733	3737	1354
734	3741	1348
735	3745	1343
736	3750	1338
737	3754	1333
738	3758	1327
739	3762	1322
740	3767	1316
741	3771	1311
742	3775	1305
743	3779	1300
744	3784	1295
745	3788	1289
746	3792	1284
747	3796	1278
748	3800	1273
749	3804	1268
750	3808	1262
751	3813	1257
752	3817	1252
753	3821	1246
754	3825	1241
755	3829	1236
756	3833	1230
757	3837	1225
758	3841	1219
759	3846	1214
760	3850	1209
761	3854	1203
762	3858	1198
763	3862	1193
764	3866	1187
765	3870	1182
766	3874	1176
767	3878	1171
768	3882	1166
769	3886	1160
770	3890	1155
771	3894	1150
772	3898	1144
773	3902	1139
774	3906	1134
775	3910	1128
776	3914	1123
777	3918	1118
778	3922	1112
779	3926	1107
780	3930	1102
781	3935	1096
782	3939	1091
783	3943	1086
784	3947	1081
785	3952	1076
786	3957	1071
787	3961	1065
788	3965	1060
789	3969	1055
790	3973	1049
791	3977	1044
792	3981	1039
793	3986	1034
794	3990	1028
795	3995	1023
796	3999	1018
797	4003	1013
798	4007	1008
799	4011	1002
800	4015	997
801	4019	992
802	4023	987
803	4027	981
804	4031	976
805	4035	971
806	4039	966
807	4045	961
808	4049	955
809	4053	950
810	4057	945
811	4062	940
812	4066	935
813	4070	930
814	4074	924
815	4078	919
816	4082	914
817	4086	909
818	4090	904
819	4094	898
820	4098	893
821	4104	888
822	4108	883
823	4112	878
824	4116	873
825	4120	867
826	4124	862
827	4128	857
828	4132	852
829	4136	847
830	4140	842
831	4144	836
832	4148	831
833	4152	826
834	4156	821
835	4160	816
836	4164	811
837	4169	805
838	4173	800
839	4177	795
840	4181	790
841	4185	785
842	4190	780
843	4194	775
844	4198	770
845	4202	765
846	4206	759
847	4211	754
848	4215	749
849	4219	744
850	4223	739
851	4228	734
852	4232	729
853	4237	724
854	4242	719
855	4248	714
856	4252	709
857	4256	704
858	4261	699
859	4266	694
860	4270	689
861	4275	684
862	4279	679
863	4283	674
864	4288	669
865	4292	664
866	4295	658
867	4299	653
868	4303	648
869	4307	643
870	4311	638
871	4315	633
872	4319	628
873	4323	623
874	4327	618
875	4332	613
876	4336	608
877	4341	603
878	4345	598
879	4350	593
880	4354	588
881	4359	583
882	4363	578
883	4368	573
884	4373	568
885	4377	563
886	4382	558
887	4386	553
888	4390	548
889	4395	543
890	4399	538
891	4404	533
892	4408	528
893	4413	523
894	4417	518
895	4422	513
896	4426	508
897	4431	503
898	4435	498
899	4440	493
900	4444	488
901	4449	483
902	4454	478
903	4458	473
904	4463	468
905	4467	463
906	4472	458
907	4476	453
908	4480	448
909	4485	443
910	4489	438
911	4494	433
912	4499	428
913	4503	423
914	4507	418
915	4512	413
916	4516	408
917	4520	403
918	4525	398
919	4530	393
920	4534	388
921	4538	383
922	4543	379
923	4547	374
924	4552	369
925	4556	364
926	4561	359
927	4566	354
928	4570	349
929	4575	344
930	4580	339
931	4584	334
932	4589	329
933	4593	324
934	4598	319
935	4602	314
936	4607	309
937	4611	304
938	4616	299
939	4620	294
940	4625	290
941	4629	285
942	4634	280
943	4638	275
944	4643	270
945	4647	265
946	4652	260
947	4656	255
948	4661	250
949	4666	245
950	4671	240
951	4675	235
952	4680	230
953	4685	225
954	4689	220
955	4693	216
956	4698	211
957	4702	206
958	4708	201
959	4714	196
960	4718	191
961	4723	186
962	4727	181
963	4732	176
964	4737	171
965	4741	166
966	4746	161
967	4750	157
968	4755	152
969	4761	147
970	4766	142
971	4772	137
972	4778	132
973	4783	127
974	4788	122
975	4793	117
976	4798	112
977	4804	108
978	4810	103
979	4816	98
980	4823	93
981	4828	88
982	4834	83
983	4841	78
984	4846	73
985	4852	68
986	4858	63
987	4864	59
988	4870	54
989	4875	49
990	4881	44
991	4886	39
992	4891	34
993	4897	29
994	4902	24
995	4908	19
996	4914	14
997	4919	9
998	4925	4
999	4931	0
