iter	Logloss
0	0.6322736352
1	0.5758154954
2	0.5112302173
3	0.4542885678
4	0.4128968088
5	0.3738709992
6	0.3438046231
7	0.3115129045
8	0.2882128258
9	0.2670861365
10	0.2445564566
11	0.2281615398
12	0.215313187
13	0.2027412145
14	0.1894876445
15	0.1776305782
16	0.1649170158
17	0.1574881582
18	0.1490451592
19	0.13914518
20	0.1261995127
21	0.1201502086
22	0.1118632743
23	0.1068611839
24	0.09999838658
25	0.09385422363
26	0.0873318947
27	0.08233698969
28	0.07657163552
29	0.07260596008
30	0.07008237861
31	0.06756288195
32	0.06520003045
33	0.06264444931
34	0.05996491098
35	0.05604868678
36	0.05304844481
37	0.05044827324
38	0.04894178736
39	0.04736304717
40	0.04600495255
41	0.04485424021
42	0.04408192181
43	0.04225083258
44	0.04075722394
45	0.03995233942
46	0.03859554529
47	0.03783835802
48	0.03704701454
49	0.03578529946
50	0.03443404285
51	0.03359716213
52	0.03307115556
53	0.03259523937
54	0.0319040197
55	0.03143056493
56	0.03105786247
57	0.03033932461
58	0.02913175783
59	0.02886277239
60	0.02831714454
61	0.02762754756
62	0.02711100849
63	0.02687858126
64	0.02641374454
65	0.02567725638
66	0.02494327257
67	0.02449424704
68	0.02412527726
69	0.0236060631
70	0.02344605987
71	0.02324541605
72	0.02290351257
73	0.02271422905
74	0.02219008126
75	0.02171521267
76	0.02132761283
77	0.02105722763
78	0.02081288067
79	0.02031978715
80	0.02005109679
81	0.01977050766
82	0.01964514854
83	0.01938590562
84	0.0191487222
85	0.01899862419
86	0.01868223243
87	0.01825436926
88	0.01799974917
89	0.01771780865
90	0.01762484638
91	0.01742291183
92	0.01714854057
93	0.0169846071
94	0.01672542438
95	0.01644009183
96	0.01630174887
97	0.0161989552
98	0.01609905854
99	0.01593440259
100	0.0156405379
101	0.01531229307
102	0.01516464743
103	0.01509985343
104	0.01503207566
105	0.01485545076
106	0.01463448379
107	0.01447400784
108	0.01430348242
109	0.0141355736
110	0.01390771696
111	0.01365681198
112	0.01340121432
113	0.01326734404
114	0.01312634105
115	0.01303675664
116	0.01289518475
117	0.01268213588
118	0.01251264008
119	0.01238657455
120	0.01234211025
121	0.01222527354
122	0.01210483507
