iter	Passed	Remaining
480	3311	3573
481	3321	3569
482	3335	3569
483	3347	3568
484	3358	3565
485	3366	3560
486	3380	3560
487	3395	3562
488	3407	3561
489	3417	3557
490	3429	3555
491	3440	3552
492	3450	3548
493	3461	3545
494	3471	3542
495	3482	3539
496	3495	3537
497	3507	3535
498	3516	3530
499	3525	3525
500	3534	3520
501	3544	3516
502	3553	3511
503	3563	3507
504	3573	3503
505	3582	3497
506	3594	3495
507	3604	3490
508	3613	3485
509	3622	3480
510	3634	3477
511	3644	3473
512	3651	3466
513	3659	3460
514	3670	3456
515	3677	3449
516	3685	3443
517	3694	3437
518	3703	3432
519	3712	3426
520	3720	3420
521	3727	3413
522	3734	3406
523	3741	3398
524	3747	3390
525	3754	3383
526	3760	3375
527	3767	3367
528	3773	3359
529	3780	3352
530	3786	3344
531	3793	3336
532	3800	3329
533	3807	3322
534	3814	3315
535	3823	3309
536	3831	3303
537	3839	3296
538	3846	3289
539	3853	3283
540	3861	3276
541	3869	3269
542	3877	3263
543	3885	3256
544	3892	3249
545	3900	3243
546	3908	3236
547	3916	3230
548	3923	3223
549	3930	3215
550	3937	3208
551	3943	3200
552	3950	3193
553	3956	3185
554	3963	3177
555	3971	3171
556	3978	3164
557	3985	3157
558	3993	3150
559	4001	3144
560	4008	3136
561	4016	3130
562	4025	3124
563	4033	3117
564	4041	3111
565	4050	3105
566	4058	3099
567	4066	3092
568	4074	3086
569	4083	3080
570	4091	3074
571	4099	3067
572	4106	3060
573	4114	3053
574	4121	3046
575	4129	3039
576	4137	3033
577	4144	3026
578	4152	3019
579	4160	3013
580	4169	3006
581	4176	2999
582	4184	2992
583	4192	2986
584	4201	2980
585	4209	2973
586	4217	2967
587	4226	2961
588	4234	2954
589	4243	2948
590	4252	2942
591	4260	2936
592	4269	2929
593	4278	2924
594	4286	2917
595	4294	2911
596	4303	2905
597	4312	2898
598	4322	2893
599	4330	2887
600	4340	2881
601	4348	2874
602	4355	2867
603	4362	2859
604	4369	2852
605	4376	2845
606	4382	2837
607	4389	2830
608	4396	2822
609	4402	2814
610	4411	2808
611	4418	2801
612	4426	2794
613	4434	2787
614	4442	2781
615	4451	2774
616	4459	2768
617	4468	2762
618	4477	2755
619	4485	2749
620	4493	2742
621	4502	2736
622	4510	2729
623	4519	2723
624	4526	2716
625	4535	2709
626	4543	2702
627	4551	2695
628	4558	2688
629	4567	2682
630	4575	2675
631	4583	2669
632	4592	2662
633	4600	2655
634	4608	2649
635	4616	2642
636	4623	2634
637	4630	2627
638	4637	2619
639	4644	2612
640	4650	2604
641	4657	2597
642	4664	2589
643	4671	2582
644	4678	2574
645	4684	2567
646	4690	2559
647	4697	2551
648	4704	2544
649	4712	2537
650	4720	2530
651	4731	2525
652	4740	2519
653	4748	2512
654	4755	2504
655	4763	2497
656	4770	2490
657	4778	2483
658	4786	2476
659	4794	2469
660	4801	2462
661	4809	2455
662	4817	2448
663	4825	2441
664	4834	2435
665	4842	2428
666	4850	2421
667	4859	2415
668	4867	2408
669	4875	2401
670	4882	2394
671	4889	2386
672	4896	2379
673	4902	2371
674	4909	2363
675	4918	2357
676	4924	2349
677	4931	2342
678	4938	2334
679	4944	2327
680	4951	2319
681	4958	2311
682	4964	2304
683	4971	2296
684	4977	2289
685	4984	2281
686	4990	2273
687	4997	2266
688	5003	2258
689	5009	2250
690	5016	2243
691	5022	2235
692	5029	2228
693	5036	2220
694	5042	2212
695	5048	2205
696	5055	2197
697	5061	2190
698	5068	2182
699	5075	2175
700	5082	2167
701	5089	2160
702	5097	2153
703	5105	2146
704	5112	2139
705	5119	2131
706	5125	2124
707	5132	2116
708	5139	2109
709	5145	2101
710	5152	2094
711	5158	2086
712	5165	2079
713	5171	2071
714	5178	2064
715	5185	2056
716	5192	2049
717	5199	2042
718	5205	2034
719	5212	2026
720	5218	2019
721	5225	2011
722	5231	2004
723	5238	1996
724	5245	1989
725	5251	1982
726	5258	1974
727	5265	1967
728	5272	1959
729	5278	1952
730	5285	1945
731	5292	1937
732	5298	1930
733	5305	1922
734	5313	1915
735	5320	1908
736	5328	1901
737	5335	1894
738	5343	1887
739	5350	1879
740	5356	1872
741	5364	1865
742	5370	1857
743	5379	1851
744	5385	1843
745	5393	1836
746	5400	1828
747	5409	1822
748	5415	1814
749	5423	1807
750	5431	1800
751	5442	1794
752	5450	1787
753	5461	1781
754	5469	1774
755	5483	1769
756	5497	1764
757	5507	1758
758	5517	1751
759	5527	1745
760	5533	1737
761	5543	1731
762	5550	1724
763	5561	1717
764	5568	1710
765	5578	1704
766	5586	1697
767	5596	1690
768	5605	1683
769	5614	1677
770	5625	1670
771	5632	1663
772	5643	1657
773	5650	1649
774	5661	1643
775	5671	1637
776	5680	1630
777	5690	1623
778	5698	1616
779	5706	1609
780	5713	1602
781	5723	1595
782	5732	1588
783	5741	1581
784	5748	1574
785	5756	1567
786	5762	1559
787	5770	1552
788	5777	1544
789	5783	1537
790	5790	1529
791	5796	1522
792	5803	1514
793	5809	1507
794	5815	1499
795	5822	1492
796	5828	1484
797	5835	1477
798	5841	1469
799	5847	1461
800	5856	1454
801	5863	1447
802	5870	1440
803	5878	1432
804	5886	1425
805	5893	1418
806	5900	1411
807	5908	1403
808	5915	1396
809	5924	1389
810	5932	1382
811	5941	1375
812	5949	1368
813	5956	1361
814	5964	1353
815	5972	1346
816	5980	1339
817	5988	1332
818	5996	1325
819	6004	1318
820	6011	1310
821	6019	1303
822	6026	1296
823	6033	1288
824	6040	1281
825	6047	1273
826	6053	1266
827	6060	1258
828	6066	1251
829	6072	1243
830	6079	1236
831	6086	1229
832	6094	1221
833	6101	1214
834	6109	1207
835	6117	1200
836	6124	1192
837	6132	1185
838	6140	1178
839	6147	1171
840	6155	1163
841	6163	1156
842	6171	1149
843	6178	1141
844	6186	1134
845	6194	1127
846	6201	1120
847	6208	1112
848	6216	1105
849	6222	1098
850	6229	1090
851	6236	1083
852	6242	1075
853	6250	1068
854	6258	1061
855	6266	1054
856	6274	1046
857	6283	1039
858	6294	1033
859	6304	1026
860	6318	1020
861	6329	1013
862	6339	1006
863	6347	999
864	6354	991
865	6361	984
866	6369	977
867	6377	969
868	6386	962
869	6394	955
870	6403	948
871	6412	941
872	6420	934
873	6426	926
874	6434	919
875	6440	911
876	6448	904
877	6454	896
878	6462	889
879	6470	882
880	6478	875
881	6487	867
882	6497	860
883	6505	853
884	6516	846
885	6524	839
886	6538	833
887	6558	827
888	6573	820
889	6588	814
890	6601	807
891	6611	800
892	6623	793
893	6634	786
894	6648	780
895	6659	772
896	6666	765
897	6673	757
898	6680	750
899	6687	743
900	6695	735
901	6703	728
902	6711	720
903	6719	713
904	6738	707
905	6750	700
906	6760	693
907	6770	685
908	6785	679
909	6797	672
910	6804	664
911	6814	657
912	6821	650
913	6833	642
914	6847	636
915	6854	628
916	6863	621
917	6870	613
918	6879	606
919	6888	598
920	6897	591
921	6905	584
922	6914	576
923	6924	569
924	6932	562
925	6941	554
926	6950	547
927	6960	540
928	6968	532
929	6975	525
930	6982	517
931	6988	509
932	6996	502
933	7003	494
934	7009	487
935	7015	479
936	7023	472
937	7031	464
938	7038	457
939	7046	449
940	7054	442
941	7063	434
942	7071	427
943	7080	420
944	7090	412
945	7102	405
946	7115	398
947	7124	390
948	7132	383
949	7141	375
950	7149	368
951	7158	360
952	7166	353
953	7174	345
954	7182	338
955	7189	330
956	7196	323
957	7203	315
958	7209	308
959	7216	300
960	7222	293
961	7229	285
962	7235	277
963	7242	270
964	7248	262
965	7254	255
966	7262	247
967	7270	240
968	7277	232
969	7284	225
970	7291	217
971	7298	210
972	7305	202
973	7312	195
974	7319	187
975	7326	180
976	7334	172
977	7342	165
978	7349	157
979	7367	150
980	7381	142
981	7391	135
982	7397	127
983	7405	120
984	7413	112
985	7421	105
986	7429	97
987	7437	90
988	7446	82
989	7454	75
990	7462	67
991	7472	60
992	7481	52
993	7493	45
994	7500	37
995	7511	30
996	7520	22
997	7532	15
998	7542	7
999	7548	0
